id,title,type,team,team-names,team-images,partners,partner-name,partner-description,partner-image,mission,actions,date-debut,duree,reference-link,docs_catalog,research_projects,reference_image_url,quotes
dge-rapport-sc,Étude territoire intelligent et donnée publique,Stratégie,"joel-gombin,guillaume-martin","Joël Gombin, Guillaume Martin","/images/authors/joel-gombin.jpeg, /images/authors/guillaume-martin.jpeg",dge,Direction générale des entreprises (DGE),"Sous l’autorité du ministre de l’Economie et des Finances, la DGE élabore et met en œuvre les politiques publiques relatives à l’industrie, à l’économie numérique, au tourisme, au commerce, à l’artisanat et aux services.

",/images/partners/dge.png,"Produite par le consortium Data Publica - KPMG, cette étude nationale et publique contribue à la définition d’un modèle français du territoire intelligent et produit des recommandations pour en favoriser la mise en œuvre. 

Fin 2020, l’Etat (DGE et Ministère de l’Economie, des Finances et de la Relance), la FFT, SYCABEL, l’AFNUM et la fédération INFRANUM ont souhaité que soit conduite une grande étude sur la réalité du déploiement des outils et des méthodes de territoire intelligent en France. 

L’équipe du consortium Data Publica - KPMG a conduit plus de 70 auditions et entretiens et animé une dizaine d’ateliers. Au total plus de 150 personnes ont été auditionnées et/ou ont pris part à des temps de travail collectif. Elles représentent des collectivités territoriales et des associations d’élus, des institutions, des entreprises et des associations d’usagers.  
","Pilotage des travaux préparatoires des sujets interopérabilité, open source, standards et normes des territoires intelligents. 
- Entretiens
- Ateliers

Rédaction des parties et des recommandations sur l'interopérabilité, l’open source et les standards et normes des territoires intelligents

Synthèse de l'étude
",2021-01-01,10 mois,https://www.entreprises.gouv.fr/files/files/en-pratique/etudes-et-statistiques/dossiers-de-la-DGE/rapport_de_la_smart_city_a_la_realite_des_territoires_connectes.pdf,,,https://open.datactivist.coop/images/references/dge-rapport-sc.png,
mednum-nec-2021,Ateliers sur les données de médiation numérique,Standards,"samuel-goeta,elise-ho-pun-cheung","Samuel Goëta, Elise Ho-Pun-Cheung","/images/authors/samuel-goeta.jpeg, /images/authors/elise-ho-pun-cheung.jpeg",mednum,La MedNum,"Depuis 2017, La Mednum rassemble les acteurs, les dynamise et les met en réseau pour leur permettre de trouver un cadre de coopération qui sera le plus adapté pour eux.",/images/partners/mednum.png,"Pour ce NEC 2021 près d’Angoulême, Datactivist a construit et animé trois ateliers de 2 heures chacun sur le thème de la standardisation des données de médiation numérique. S’adressant autant à des “novices” qu’à des “experts” de la donnée, ces ateliers ont permis de poser les bases d’un nouveau schéma de donnée sur l’offre de médiation numérique en France. 

Ce travail exploratoire va être poursuivi tout au long de l’année 2022 pour finaliser un standard et accompagner à son usage par l’écosystème de la médiation numérique. 
","Construction et animation de 3 ateliers de deux heures sur les thèmes suivants : 
- données et territoire, découverte des enjeux
- retour d’expérience sur la standardisation
- un standard de l’offre de médiation numérique

Rédaction d’une synthèse des ateliers",2021-10-01,1 mois,https://numerique-en-communs.fr/wp-content/uploads/2022/05/LECARNETNEC21-1.pdf,,standardisation-donnees-ouvertes,https://open.datactivist.coop/images/references/mednum-nec-2021.png,
huma-num-jupyter-nb,Développement de notebooks Jupyter et de matériaux pour le deep learning en SHS,Science ouverte,"mathieu-morey,magalie-dartus","Mathieu Morey, Magalie Dartus","/images/authors/mathieu-morey.jpeg, /images/authors/magalie-dartus.jpeg",huma-num,Huma-Num IR*,"La principale mission de l’IR* Huma-Num est de construire, avec les communautés et à partir d’un pilotage scientifique, une infrastructure numérique de niveau international (nœud français des ERIC DARIAH et CLARIN) pour les SHS.",/images/partners/huma-num.jpg,"Dans le but de développer Callisto, sa preuve de concept proposant la mise en œuvre du logiciel en ligne Jupyter / JupyterLab pour la recherche en SHS, Huma-Num a sollicité Datactivist pour :
- être accompagnée pour définir et réaliser des notebooks adaptés aux besoins des SHS tels que révélés par une enquête utilisateurs ;
- être accompagnée pour définir et réaliser des collections de jeux de données pouvant être utilisés dans des traitements de machine learning et deep learning ;
- disposer de notebooks de prise en main de ces traitements et jeux de données.
","Deux panels chercheurs réunissant plusieurs communautés (géographes, historiens, linguistes, sociologues…) afin d’identifier les besoins et les usages possibles des notebooks Jupyter en SHS

Priorisation des besoins identifiés afin de délimiter le périmètre le plus pertinent pour de premiers notebooks “sur étagère”

Identification des jeux de données, dont un jeu de données visant à entraîner un modèle de deep learning afin de proposer aux chercheurs français en SHS un modèle inédit adapté à leurs besoins

Production de cinq notebooks pour la prise en main de traitements de données avec Jupyter, indexés et organisés selon un catalogue raisonné",2021-01-01,7 mois,,,,https://open.datactivist.coop/images/references/huma-num-jupyter-nb.png,
mel-data-storytelling,Accompagnement pour la création d’un objet numérique de data storytelling,"Data analyse,Datavisualisation","sylvain-lapoix,magalie-dartus,anne-laure-donzel","Sylvain Lapoix, Magalie Dartus, Anne-Laure Donzel","/images/authors/sylvain-lapoix.jpeg, /images/authors/magalie-dartus.jpeg, /images/authors/anne-laure-donzel.jpeg",metropole-lille,Métropole Européenne de Lille,"La Métropole Européenne de Lille regroupe 95 communes, et s'est engagée sur de nombreux chantiers autour de la donnée depuis 2016",/images/partners/metropole-lille.jpeg,"Il s’agit pour ce projet de mettre en scène des données provenant de la  direction des Ressources Humaines par un procédé de datastorytelling afin de raconter l’histoire de la MEL, pour répondre aux fameuses questions : « Mais ça sert à quoi la MEL ? Tu travailles à la MEL mais tu fais quoi ? ».
L’objet du projet se focalise sur la création de datastories, nécessitant les compétences techniques de compréhension et traitement des bases de données et de graphismes, qui pourront être diffusés. Il s’agit également de sensibiliser les agents de la MEL au procédé de datastorytelling.","- Gestion de projet
- Création d'une book d'inspiration
- Collecte et traitement des données
- Prototypage de l'objet numérique
- Accompagnement tout au long du projet",2022-03-01,15 mois,,,,https://open.datactivist.coop/images/references/mel-data-storytelling.png,
arl-paca-diag-bib,Réalisation d’un diagnostic temporel sur les horaires d’ouverture des bibliothèques ,"Data analyse,Cas d'usage",magalie-dartus,Magalie Dartus,/images/authors/magalie-dartus.jpeg,arl-paca,Agence Régionale du Livre Provence-Alpes-Côte d'Azur,L’Agence régionale du Livre articule ses missions autour de deux axes : l’accompagnement des professionnels et le développement de la lecture sur son territoire.,/images/partners/arl-paca.png,"Datactivist a réalisé un diagnostic temporel pour mieux comprendre les rythmes des habitants et du territoire de la Métropole Aix-Marseille-Provence afin de :
- Connaître les rythmes du territoire
- Réaliser un bilan des horaires actuels
- Identifier les usages actuels des bibliothèques
- Déterminer les attentes et besoins des habitants en termes d’accès aux bibliothèques publiques :
- Identifier les services à disposition des usagers
Dans ce contexte, il a été important de :
- produire des éléments concrets et factuels 
- fournir une aide à la compréhension des rythmes des habitants et du territoire

","- Atelier de co-conception
- Gestion de projet
- Conception d'une méthode
- Analyse de données
- Réalisation de cartographies analytiques",2021-10-01,6 mois,,,,https://open.datactivist.coop/images/references/arl-paca-diag-bib.png,
ird-edito-datavis,Formation à l’éditorialisation de données et création de datavisualisations,"Acculturation,Datavisualisation",maelle-fouquenet,Maëlle Fouquenet,/images/authors/maelle-fouquenet.jpeg,IRD,Institut de recherche pour le développement,"L'Institut de recherche pour le développement est un organisme pluridisciplinaire reconnu internationalement, travaillant principalement en partenariat avec les pays du Sud et dans les Outre-mer français.",/images/partners/Logo-IRD.png,"L’objectif de ce programme était de produire un article de datajournalisme comprenant un texte accompagné d’une ou plusieurs datavisualisations à publier sur un site internet à venir. Cette production finale est à destination du grand public.
Datactivist a conçu un programme en deux phases pour accompagner les chercheurs de l’Institut : 
- Un atelier collectif pour travailler le “brief” de l’article et de la dataviz : réflexion sur l’angle de l’article, sa structuration, anticiper les datavisualitions souhaitées (identification des données nécessaires, réflexion sur les formes graphiques appropriées en allant jusqu’au crayonné)
- La seconde étape s’est décomposée en trois ateliers pratiques avec des outils no code :
    - construire et mettre en scène un récit avec des données
    - les différentes formes de datavisualisation
    - comment visualiser des données qualitatives  ","- Création du contenu des sessions de formations. Préparation des exercices de mise en pratique et leur correction.

- Animation des sessions de formation en distanciel auprès de chercheurs volontaires. Sessions animées par un·e datajournaliste et une consultante Datactivist. ",2023-04-01,6 mois,,,,https://open.datactivist.coop/images/references/ird-edito-datavis.png,
intefp-webinaires,Construction et animation d’un cycle de webinaire,"Acculturation,Animation",maelle-fouquenet,Maëlle Fouquenet,/images/authors/maelle-fouquenet.jpeg,intefp,Institut National du Travail de l'Emploi et de la Formation Professionnelle,"Créé en 1975, l’INTEFP est depuis le 1er janvier 2006 un EPA (Établissement Public Administratif) sous tutelle du ministre chargé du travail. C'est un organisme de formation.",/images/partners/intefp.png,"“La révolution des données dans le monde du travail et dans nos métiers” : c’est le fil rouge du cycle de trois webinaires conçu pour les agents des Ministères sociaux, notamment du Ministère du Travail, du Plein emploi et de l'insertion (MTPEI). 
Les besoins étaient clairs : rendre concret les enjeux et utiliser des formats interactifs d’animation malgré le nombre important de participants (environ 60 par webinaires).
Le cycle a été construit dans une logique à la fois de montée en connaissance sur les notions à transmettre, mais aussi de les rapprocher le plus possible des enjeux des Ministères. Des intervenants experts ont été choisis à ce titre.
Les 3 webinaires étaient complets : du décryptage des notions (données, IA, etc…) à l’utilisation des données dans les métiers. ","- Construction d’un cycle de webinaires intégré avec  des objectifs pédagogiques. Accent mis sur la continuité des modules.

- Création du contenu des sessions de webinaires dans un format interactif. Production de supports et d’éléments pédagogiques partageables avec les participants.

- Animation de 3 webinaires en direct, devant de nombreux participants.

",2022-09-01,4 mois,,,,https://open.datactivist.coop/images/references/intefp-webinaires.png,
bm-formation-directeurs,Formation des directeurs à la donnée,Acculturation,"guillaume-martin,sylvain-lapoix","Guillaume Martin, Sylvain Lapoix","/images/authors/guillaume-martin.jpeg, /images/authors/sylvain-lapoix.jpeg",metropole-bordeaux,Bordeaux Métropole,"La Métropole de Bordeaux comprend 28 communes, et s'est engagée dans l'open data depuis le début des années 2010.",/images/partners/metropole-bordeaux.jpeg,"Composée de discussions et d'ateliers, la réunion des directeurs de Bordeaux Métropole visait à prendre conscience de l’importance de la culture des données pour la modernisation des services publics. 

Cette formation a été conçue en trois temps : 

- « La cité de la donnée idéale », après la présentation de cas d'usage exemplaires au sein d'administrations, les participants ont débattu de plusieurs scénarios fictifs où les données ont contribué à la prise de décision et au pilotage de l’activité 
- « Où en sommes-nous ? » : un atelier interactif où les participants ont identifié et partagé les données utilisées dans leur environnement professionnel accompagné par des retours d'expérience de directeurs de Bordeaux Métropole
- « Le début d’une longue marche collective pour collaborer sur les premières pistes du schéma directeur des données de Bordeaux Métropole.","- Création du contenu des ateliers. Les ateliers étaient pensés sous la forme de senario de design fiction.

- Animation du CODIR. L’animation des différents temps d’échanges était ludique afin de favoriser l’engagement des participants et de faciliter les échanges.",2022-03-01,1 mois,,,,https://open.datactivist.coop/images/references/bm-formation-directeurs.png,
cam-formations-sb,Journées “starting block data”,Acculturation,"julia-dumont,arthur-sarazin,emeline-vandeven,anne-laure-donzel,samuel-goeta","Julia Dumont, Arthur Sarazin, Emeline Vandeven, Anne-Laure Donzel, Samuel Goëta","/images/authors/julia-dumont.png, /images/authors/arthur-sarazin.png, /images/authors/emeline-vandeven.jpeg, /images/authors/anne-laure-donzel.jpeg, /images/authors/samuel-goeta.jpeg",cam,Clermont Auvergne Métropole,Clermont Auvergne Métropole est une métropole française constituée autour de la ville de Clermont-Ferrand. Elle regroupe 21 communes.,/images/partners/cam.png,"Datactivist anime depuis 2022 des journées “starting block data” ouvertes à l’ensemble des agents et encadrants de la métropole. Objectif : donner envie et montrer le potentiel des données.

La métropole de Clermont-Ferrand souhaitait un temps d’acculturation le plus pratique possible qui installerait les participants dans des processus méthodologiques vertueux et les pousserait à être créatifs dans une recherche de solution collective. Ce temps en commun doit aussi leur permettre d’exprimer leurs réticences et leurs enthousiasmes.

Cette action de formation a été déclinée en une journée adaptés aux besoins des différents publics.
- la matinée pour comprendre l’ouverture des données et les problématiques techniques liées à la documentation et la qualité des données	
- l’après-midi pour prototyper et concevoir des projets communs avec les données pour répondre aux besoins de la collectivité et ses politiques publiques
","Création d’un scenario pédagogique. Le besoin était de créer une formation d’initiation au sujet tout en proposant des activités variées et ludiques.

Animation des séances de formation. Cette formation est destinée à l’ensemble des agents.

Mise à jour et adaptation régulière du contenu. Cette formation est proposée plusieurs fois par an, elle est chaque année mise à jour en tenant compte des retours des participants et des évolutions de l’état de l’art.

",2022-01-01,,,,,https://open.datactivist.coop/images/references/cam-formations-sb.png,
oraccle-datavis,Accompagnement de l’équipe Oraccle : formation et assistance à la datavisualisation,"Datavisualisation,Data analyse,Acculturation",diane-thierry,Diane Thierry,/images/authors/diane-thierry.jpeg,oraccle,Oraccle,Le projet ORACCLE (Orientation Régionale pour l’Accompagnement du Continuum Lycéens – Étudiants) est un projet unique dédié à faciliter le continuum bac-3/bac+3 en Ile-de-France.,/images/partners/oraccle.png,"Le volet open data du projet Oraccle est co-piloté par une équipe de 5 personnes issues de trois établissements : Université Gustave Eiffel, UVSQ, et USPN.
Datactivist a accompagné le volet open data du projet Oraccle en offrant une montée en compétence sur l'ouverture des données et leurs réutilisations. En 2022 et 2023, le volet open data a mené à la création d'une base de donnée ouverte comportant des cohortes d'étudiants avec les différents établissements.
Datactivist a pu réaliser des datavisualisations à partir de ces données, pour permettre aux usagers de mieux comprendre les parcours des étudiants entre bac-3/bac+3.","Formation : Création et animation de deux cycles de formation à la donnée, à l’Open Data et à la visualisation de données.
Datavisualisation : production de datavisualisations à partir des données Open Data d’Oraccle (sur les trajectoires des étudiants en Ile-de-France).",2022-01-01,28 mois,https://github.com/datactivist/oraccle_dataviz,,,https://open.datactivist.coop/images/references/oraccle-datavis.png,
odf-reinventons,Réinventons OpenDataFrance,Animation,"samuel-goeta,sarah-bourgouin,guillaume-martin,maelle-fouquenet,anne-laure-donzel,elise-ho-pun-cheung","Samuel Goëta, Sarah Bourgouin, Guillaume Martin, Maëlle Fouquenet, Anne-Laure Donzel, Elise Ho-Pun-Cheung","/images/authors/samuel-goeta.jpeg, /images/authors/sarah-bourgouin.png, /images/authors/guillaume-martin.jpeg, /images/authors/maelle-fouquenet.jpeg, /images/authors/anne-laure-donzel.jpeg, /images/authors/elise-ho-pun-cheung.jpeg",odf,OpenDataFrance,OpenDataFrance est  une association qui accompagne et fédère les acteurs publics territoriaux pour développer en commun(s) l’accès aux données et leur valorisation au service de l’intérêt général.,/images/partners/odf.png,"Le point de départ de cette mission est la fin de la  feuille de route fin 2023 et du constat de l’évolution de l’écosystème de la donnée. Dans ce contexte qui a beaucoup évolué, la période paraissait propice à un exercice de redéfinition, voire de réinvention, d’OpenDataFrance : sa raison d’être, ses missions, son périmètre d’intervention, sa gouvernance, son organisation, son financement…
Dans ce cadre, le conseil d’administration de l’association a lancé une grande démarche de concertation. Celle-ci a visé à construire plusieurs scénarios de stratégies et une proposition de feuille de route pour l’association. La démarche a associé les membres de l’association, des experts et expertes de la donnée et toutes celles et ceux souhaitant y contribuer.
","Animation d’une consultation fermée des adhérents, des partenaires et d’ambassadeurs de l’open data en janvier 2024.
Organisation d’un webinaire sous la forme d’une table-ronde pour aborder des premiers sujets stratégiques.
Animation d’une consultation publique ouverte aux agents publics, aux élus, mais aussi plus largement à toute personne intéressée par les enjeux de la donnée.
Organisation des Assises d’OpenDataFrance, au ministère de la Transition Écologique et de la Cohésion des Territoires, point d’orgue de la démarche. ",2023-11-01,6 mois,https://opendatafrance.fr/assises-dopendatafrance-1-reflexion-collective/,,,https://open.datactivist.coop/images/references/odf-reinventons.png,
mayotte-pol-ville,Exploitation et production de données au service de la politique de la ville,Data analyse,"sarah-bourgouin,diane-thierry","Sarah Bourgouin, Diane Thierry","/images/authors/sarah-bourgouin.png, /images/authors/diane-thierry.jpeg",pref-mayotte,Préfecture de Mayotte,La préfecture de Mayotte représente l'État sur le territoire.,/images/partners/pref-mayotte.png,"L’objectif de cette étude était l’obtention d’indicateurs pour la redéfinition de la géographie prioritaire de Mayotte sur des critères en adéquation avec la réalité du territoire.
Les critères de définition de la géographie prioritaire sont différents entre la Métropole et Mayotte. En effet, il était hier (et cela est toujours le cas aujourd’hui) impossible de s’appuyer sur des données fiscales pour connaître le revenu par habitant. L’étude a permis de définir les indicateurs les plus représentatifs ainsi que les producteurs de données associés. Le travail de collecte et de traitement a permis de faire aboutir 9 indicateurs, dont 2 reposant sur l’analyse de données satellitaires avec un partenariat avec la société Diginove.
","Entretiens bilatéraux avec des producteurs de données pour valider les données disponibles et le cadre de leur partage
Traitement de données de 27 producteurs différents
Livrables : 1 rapport avec 9 indicateurs aboutis, 1 plateforme cartographique de visualisation de données 
",2024-01-01,7 mois,,,,https://open.datactivist.coop/images/references/mayotte-pol-ville.png,
mte-cgdd-objet-num,AMO Objets numériques,Cas d'usage,magalie-dartus,Magalie Dartus,/images/authors/magalie-dartus.jpeg,mte,Ministère de la transition  écologique et de la cohésion des territoires,Le ministère de la Transition écologique et de la Cohésion des territoires prépare et met en œuvre la politique du Gouvernement dans de nombreux domaines. ,/images/partners/mte.png,"Datactivist a accompagné le Commissariat général au développement durable (CGDD) dans sa réflexion sur les outils de publication en proposant un état des lieux, une veille et un démonstrateur valorisant le partage de données et les outils open source.
La mission a débuté par un état des lieux qui a mis au jour d’importantes ressources en termes de compétences dans les personnels du CGDD.
L’équipe de Datactivist a proposé un rapport combinant retours d’expériences de structures variées sur les outils et veille sur des formats innovants (institutions, laboratoires et médias).
Sur cette base, un pipeline de publication assemblant des outils open source a été proposé et mis en application grâce à un démonstrateur : l’équipe de Datactivist a reproduit en utilisant ces techniques un livrable périodique du CGDD (Datalab - L’essentiel).","Entretiens avec les agents du CGDD pour recueillir les attentes, les pratiques et les compétences disponibles.
Synthèse et analyse des entretiens (qualitative, quantitative et technique).
Rapport retour d’expérience : entretiens avec des professionnels (3 cas) et veille analytique de formats (21 cas).
Proposition d’un pipeline de publication open source
Programmation d’un démonstrateur sous la forme d’un framework R complet reproduisant un livrable CGDD",2021-05-01,6 mois,,,,https://open.datactivist.coop/images/references/mte-cgdd-objet-num.png,
mesr-pi-publi,Étude sur l’utilisation d’œuvres relevant des arts visuels dans les publications scientifiques,"Data analyse,Science ouverte","antoine-blanchard,mathieu-morey","Antoine Blanchard, Mathieu Morey","/images/authors/antoine-blanchard.png, /images/authors/mathieu-morey.jpeg",mesr,Ministère de l'Enseignement supérieur et de la Recherche,Le ministère de l'Enseignement Supérieur et de la Recherche prépare et met en œuvre la politique du Gouvernement relative à l'accès  aux savoirs et au développement de l'enseignement supérieur.,/images/partners/mesr.png,"Une étude a été menée pour assurer la sécurité juridique des collectifs de recherche dans le respect des droits patrimoniaux et moraux attachés à ces œuvres.
Dans le contexte de l’article 28 de la loi de programmation de la recherche, qui autorise le Gouvernement à instituer, par voie d’ordonnance, des licences collectives autorisant “l’utilisation d’œuvres relevant des arts visuels, à des fins exclusives d’illustration de publications, ou de travaux, diffusés en ligne sans restriction d’accès, dans le cadre d’une activité de recherche et d’enseignement supérieur publics, à l’exclusion de toute activité à but lucratif”, le MESRI a souhaité lancer une étude permettant d’estimer le nombre d’images publiées entrant dans le champ de la mesure, et de fournir une méthodologie permettant de réitérer ce calcul sur les flux annuels de travaux et publications scientifiques.
","Quantifier de manière exhaustive le nombre d’images utilisées dans des publications et des travaux scientifiques,  publiés en accès ouvert.
Construire un échantillon stratifié, basé sur un découpage pertinent du corpus d’images.
Extraire et analyser des données.
Fournir une méthodologie pour itérer régulièrement les calculs, y compris une fois l’étude terminée. ",2021-02-01,8 mois,,,,https://open.datactivist.coop/images/references/mesr-pi-publi.png,
urfist-occitanie-sprint-pgd,Sprint PGD : accompagnement à la rédaction de Plan de gestion des données,Science ouverte,candice-fillaud,Candice Fillaud,/images/authors/candice-fillaud.png,urfist-occitanie,URFIST Occitanie,"L'URFIST Occitanie est un organisme de formation et de recherche, membre du Réseau URFIST composé de 7 unités en France, créé en 1982.",/images/partners/urfist-occitanie.png,"Le Plan de Gestions de Données (PGD) vise à introduire des bonnes pratiques de gestion de données auprès des chercheurs, en les amenant à réfléchir au cycle de vie des données qu’ils produisent.
Afin d’éviter d’émietter leur accompagnement face à des besoins croissants, et pour contribuer à construire un socle interdisciplinaire de la science ouverte, les services d’accompagnement cherchent à développer une formation pouvant rassembler des chercheurs de disciplines distinctes dans leur démarche de rédaction de PGD. Pour cela, ils doivent combiner des contenus généralistes, disciplinaires, et institutionnels.
Avec le Sprint PGD, Datactivist développe un format innovant qui permet de lever ce verrou, y compris en assurant une coopération entre les établissements et la mutualisation des ressources.
L'atelier s'organise autour des principes FAIR et suit un parcours pas à pas qui donne toutes les clés pour rédiger la première version d’un PGD.
","Mise à disposition d’une ressource en accès libre conforme aux attendus des laboratoires de recherche toulousains
Animation d’un atelier de 3h30 avec les équipes de recherche (PI, doctorant / post-doctorant, ingénieur)",2022-05-01,1 mois,https://opendatacanvas.org/sprint-pgd,,,https://open.datactivist.coop/images/references/urfist-occitanie-sprint-pgd.png,
uppa-audit-data-shs,Audit sur les données de la recherche en SHS,"Data analyse,Science ouverte",antoine-blanchard,Antoine Blanchard,/images/authors/antoine-blanchard.png,uni-pau-adour,Université de Pau et des Pays de l’Adour,L’Université de Pau et des Pays de l’Adour (UPPA) est une université française.,/images/partners/uni-pau-adour.png,"Une première enquête sur les données de recherche à l’UPPA et une évaluation Hcéres ont pointé la nécessité de pallier les faiblesses dans la gestion des données en SHS.
Faute de plans de gestion des données (PGD), il était difficile de connaître exactement les “non-conformités pointées par l’Hcéres
La mission menée en groupement avec Infhotep a d’abord consisté à co-produire le PGD de chaque projet de recherche audité, avec les chercheurs eux-mêmes, pour fixer la cible à atteindre en matière de données FAIR. Les chercheurs ont ainsi retiré un bénéfice immédiat de leur participation.
À partir des PGD, nous avons alors estimé les efforts à fournir en matière d’infrastructures, de ressources, de pratiques… pour chaque jeu de données. En fonction des priorités et des arbitrages, nous avons ainsi élaboré un plan d’actions pour l’UPPA.
","Entretiens avec les producteurs des 12 jeux de données en SHS afin de déterminer une cible de FAIRisation

Evaluation FAIR des jeux de données (état actuel et cible) en utilisant les critères RDA-SHARC

Préconisation d’actions visant à accompagner la FAIRisation des données et arbitrage avec la gouvernance

Plan d’action à 12 mois pour chaque échelon : équipe de recherche, Centre de Services Partagés (CSP) Numérique Recherche, gouvernance, infrastructures nationales comme Huma-Num…",2022-09-01,4 mois,,,,https://open.datactivist.coop/images/references/uppa-audit-data-shs.png,
mte-cgdd-pncenr-collecte-donnees,"Conception, développement et déploiement d'un outil de collecte des données EnR","Cas d'usage,Développement","magalie-dartus,anthony-gigerich","Magalie Dartus, Anthony Gigerich","/images/authors/magalie-dartus.jpeg, /images/authors/anthony-gigerich.jpeg",cgdd,Commissariat Général du Développement Durable,"Le CGDD est la direction générale de l’économie et de la consommation durable, des données et de l’innovation du ministère chargé de l’Environnement. Délégué interministériel au développement durable, le CGDD assure par ailleurs un rôle d’intégration de la transition écologique au sein des politiques publiques et d’influence auprès des acteurs socio-économiques (collectivités locales, acteurs publics, entreprises et citoyens).",/images/partners/mte.png,"Dans le cadre de la Mission Connaissance, la DREAL Grand Est est un pôle national “Connaissance” et porte le projet sur la thématique des énergies renouvelables (PNCEnR). Le PNCEnR développe un outil de collecte des données EnR, Datactivist mène la mission qui consiste à :
concevoir l'outil pour qu'il soit adapté aux besoins des agents des services déconcentrés de l'État qui produisent et gèrent les données sur la thématique EnR ;
rendre l’outil interconnectable avec des applicatifs déjà existants, notamment dans d'autres Directions du Ministère de la Transition Écologique ;
développer un module d’extraction de données pour permettre une utilisation des données selon la demande (ex: rapport trimestriel de la DGEC)
créer une couche applicative visant l’authentification des utilisateurs (Cerbérisation)
","Ateliers avec les métiers avec de modéliser les flux de données EnR.
Ateliers de design en intelligence collective pour co-construire l'outil de collecte des données EnR avec tous les acteurs concernés.
Modèle de données pour les données EnR
Développement en Python d’un outil de saisie et de collecte des données EnR.
Déploiement de l'outil dans les services déconcentrés de l'état


",2024-04-01,20 mois,,,,https://open.datactivist.coop/images/references/mte-cgdd-pncenr-collecte-donnees.png,
mesr-etude-metiers,Étude sur les métiers de la donnée dans l’ESR,"Data analyse,Science ouverte","elise-ho-pun-cheung,diane-thierry,antoine-blanchard","Elise Ho-Pun-Cheung, Diane Thierry, Antoine Blanchard","/images/authors/elise-ho-pun-cheung.jpeg, /images/authors/diane-thierry.jpeg, /images/authors/antoine-blanchard.png",mesr,Ministère de l'Enseignement supérieur et de la Recherche,Le ministère de l'Enseignement Supérieur et de la Recherche prépare et met en œuvre la politique du Gouvernement relative à l'accès  aux savoirs et au développement de l'enseignement supérieur.,/images/partners/mesr.png,"Le ministère souhaitait disposer d’une étude des métiers de la donnée, surtout les métiers invisibles de la donnée, notamment au-delà du métier de data scientist. À partir de cette étude il pourra formaliser un socle de compétences et offrir des trajectoires de reconversion, de formation.

Cette étude a contribué à la documentation du travail des nouveaux.elles expert.e.s des données de la recherche. Les constats émis à partir de cette étude sont : 
- les trajectoires, les positions occupées et les compétences liées aux données sont variées ;
- la reconnaissance du travail des données est inégale ;
- les réseaux professionnels sont largement organisés  par thématiques et expertise précises ;
- le travail des données n’est pas toujours effectué en continu ;
- le travail des données produit de nouvelles formes de collaboration.
","Étude bibliographique : établir la nomenclature des activités de la donnée dans la recherche et pour produire un état de l’art.
Enquête par questionnaire, entretiens et focus group : Enquêter différents environnements de recherche pour comprendre les pratiques de la donnée des répondants, leur statut professionnel.
Analyse et synthèse : rédaction du rapport final après analyse des données d’enquête quantitative et qualitative.",2022-12-01,12 mois,,,,https://open.datactivist.coop/images/references/mesr-etude-metiers.png,
bm-challenge-data,Challenge Data pour des communes,Acculturation,"guillaume-martin,sarah-bourgouin","Guillaume Martin, Sarah Bourgouin","/images/authors/guillaume-martin.jpeg, /images/authors/sarah-bourgouin.png",metropole-bordeaux,Bordeaux Métropole,"La Métropole de Bordeaux comprend 28 communes, et s'est engagée dans l'open data depuis le début des années 2010.",/images/partners/metropole-bordeaux.jpeg,"Bordeaux Métropole souhaite redynamiser sa démarche d’ouverture des données pour les communes de son territoire. 5 communes ont participé au challenge.
D’une durée de 3 mois le challenge data poursuit 3 principaux objectifs : 
- Acculturer et former les référents open data des communes par la pratique ; 
- Relancer la dynamique d’ouverture au sein des communes pilotes ; 
- Impulser un écosystème public de la donnée sur le territoire métropolitain. 
Le challenge se compose de 5 ateliers introduits par un webinaire de présentation : 
- Atelier 1 : Diagnostic et identification des données
- Atelier 2 et 3 : Mise en qualité 
- Atelier 4 : Publication des données
- Atelier 5 : Valorisation des données 
20 jeux de données ont été ouverts et 5 réutilisations produites lors de ce challenge. 
","Recrutement des communes participantes et webinaire de présentation.
Conception et animation de 5 ateliers visant à publier et valoriser les données des communes.
Rédaction d’une note de synthèse et d’analyse pour poursuivre la dynamique collective après le challenge.  ",2023-04-01,3 mois,,,,https://open.datactivist.coop/images/references/bm-challenge-data.png,
